open_date,open_date,close_date,position,open_reason,close_reason,open_price,close_price,open_fee,close_fee,open_trade_size,close_trade_size,wallet,trade_result,trade_result_pct,trade_result_pct_wallet,wallet_ath,drawdown,drawdown_pct
2018-04-06 00:00:00+00:00,2018-04-06 00:00:00+00:00,2018-05-08 00:00:00+00:00,LONG,Market,Market,6636.31982421875,9234.8203125,0.7,1.2473067080260782,999.3,1780.6194190435142,1780.6194190435142,780.6194190435142,0.7811662354083,0.30478197012917135,1780.6194190435142,0.0,0.0
2018-05-09 00:00:00+00:00,2018-05-09 00:00:00+00:00,2018-07-02 00:00:00+00:00,SHORT,Market,Market,9325.1796875,6614.18017578125,1.24643359333046,1.607668375622289,1779.3729854501837,2295.061439656219,2295.061439656219,514.4420206127049,0.28911421316343655,0.18310780815463487,2295.061439656219,0.0,0.0
2018-07-03 00:00:00+00:00,2018-07-03 00:00:00+00:00,2018-07-12 00:00:00+00:00,LONG,Market,Market,6529.58984375,6228.81005859375,1.6065430077593534,1.457514065722879,2293.45489664846,2080.7054369669613,2080.7054369669613,-214.35600268925793,-0.09346423293630368,-0.11485309168388176,2295.061439656219,214.35600268925782,0.09339880797324822
2018-07-13 00:00:00+00:00,2018-07-13 00:00:00+00:00,2018-07-16 00:00:00+00:00,SHORT,Market,Market,6238.0498046875,6741.75,1.4564938058768728,1.3379499229446294,2079.2489431610843,1910.0190828550976,1910.0190828550976,-170.68635411186355,-0.0820903887787332,-0.09813323885142669,2295.061439656219,385.0423568011215,0.16776995602296277
2018-07-17 00:00:00+00:00,2018-07-17 00:00:00+00:00,2018-08-03 00:00:00+00:00,LONG,Market,Market,7321.0400390625,7434.39013671875,1.3370133579985684,1.3774498516050646,1908.682069497099,1966.4080524413444,1966.4080524413444,56.388969586246716,0.02954340614783693,0.02787673156139221,2295.061439656219,328.6533872148748,0.1432002566624553
2018-08-04 00:00:00+00:00,2018-08-04 00:00:00+00:00,2018-08-24 00:00:00+00:00,SHORT,Market,Market,7032.85009765625,6719.9599609375,1.376485636708941,1.4367188080452529,1965.0315668046353,2051.018721256602,2051.018721256602,84.61066881525778,0.04305817282764793,0.03961861042397941,2295.061439656219,244.04271839961712,0.1063338497971421
2018-08-25 00:00:00+00:00,2018-08-25 00:00:00+00:00,2018-09-06 00:00:00+00:00,LONG,Market,Market,6763.18994140625,6529.169921875,1.4357131048796214,1.3354205145464644,2049.5830081517224,1906.4081716946885,1906.4081716946885,-144.6105495619136,-0.07055608335293569,-0.08208124914305014,2295.061439656219,388.6532679615307,0.16934329567218367
2018-09-07 00:00:00+00:00,2018-09-07 00:00:00+00:00,2018-09-21 00:00:00+00:00,SHORT,Market,Market,6467.06982421875,6734.9501953125,1.3344857201862819,1.2783129169418013,1905.0736859745023,1824.8829969999172,1824.8829969999172,-81.52517469477138,-0.04279371202015675,-0.0467633056459833,2295.061439656219,470.17844265630197,0.2048652966461459
2018-09-22 00:00:00+00:00,2018-09-22 00:00:00+00:00,2018-10-03 00:00:00+00:00,LONG,Market,Market,6721.97998046875,6502.58984375,1.277418097899942,1.1931982318711225,1823.6055789020172,1703.3757044411611,1703.3757044411611,-121.50729255875602,-0.0666302483193295,-0.07681251591222038,2295.061439656219,591.685735215058,0.25780823336201736
2018-10-04 00:00:00+00:00,2018-10-04 00:00:00+00:00,2018-10-05 00:00:00+00:00,SHORT,Market,Market,6576.68994140625,6622.47998046875,1.1923629931088129,1.183232352784454,1702.1833414480523,1689.1487001964356,1689.1487001964356,-14.227004244725489,-0.008358091574684626,-0.008494130966905614,2295.061439656219,605.9127394597836,0.26400719779882853
2018-10-06 00:00:00+00:00,2018-10-06 00:00:00+00:00,2018-10-11 00:00:00+00:00,LONG,Market,Market,6588.31005859375,6256.240234375,1.1824040901375048,1.0624666913153562,1687.9662961062982,1516.747092330622,1516.747092330622,-172.4016078658136,-0.10213569326798735,-0.12824204035203615,2295.061439656219,778.314347325597,0.33912571309732864
2018-10-12 00:00:00+00:00,2018-10-12 00:00:00+00:00,2018-10-17 00:00:00+00:00,SHORT,Market,Market,6274.580078125,6544.43017578125,1.0617229646314355,1.0153503319024741,1515.6853693659907,1449.485123814489,1449.485123814489,-67.2619685161331,-0.04437726316792824,-0.04866216302216008,2295.061439656219,845.5763158417301,0.36843297579361983
2018-10-18 00:00:00+00:00,2018-10-18 00:00:00+00:00,2018-10-19 00:00:00+00:00,LONG,Market,Market,6476.7099609375,6465.41015625,1.0146395866701423,1.0103913687350015,1448.4704842278188,1442.405849681267,1442.405849681267,-7.079274133221958,-0.004887413454611004,-0.004932169621759359,2295.061439656219,852.6555899749521,0.37151754425479466
2018-10-20 00:00:00+00:00,2018-10-20 00:00:00+00:00,2018-10-22 00:00:00+00:00,SHORT,Market,Market,6489.18994140625,6487.16015625,1.0096840947768868,1.0092929188128037,1441.39616558649,1440.837733956621,1440.837733956621,-1.568115724646006,-0.0010879144555015206,-0.0010895218691354773,2295.061439656219,854.2237056995982,0.37220080078882495
2018-10-23 00:00:00+00:00,2018-10-23 00:00:00+00:00,2018-10-24 00:00:00+00:00,SHORT,Market,Market,6475.740234375,6495.83984375,1.0085864137696345,1.0047521118925327,1439.8291475428514,1434.3554077345827,1434.3554077345827,-6.482326222038282,-0.004502149600944481,-0.004539847627893902,2295.061439656219,860.7060319216364,0.37502526819088683
2018-10-25 00:00:00+00:00,2018-10-25 00:00:00+00:00,2018-10-26 00:00:00+00:00,LONG,Market,Market,6476.2900390625,6474.75,1.004048785414208,1.002868766966362,1433.3513589491686,1431.6667983278364,1431.6667983278364,-2.688609406746347,-0.0018757504152488085,-0.0018814908636053472,2295.061439656219,863.3946413283827,0.3761967441959689
2018-10-27 00:00:00+00:00,2018-10-27 00:00:00+00:00,2018-10-28 00:00:00+00:00,SHORT,Market,Market,6480.3798828125,6486.39013671875,1.0021667588294856,1.0005364292058294,1430.664631569007,1428.337219579122,1428.337219579122,-3.329578748714635,-0.0023272950733835454,-0.0023365339618630814,2295.061439656219,866.7242200770972,0.37764750219799137
2018-10-29 00:00:00+00:00,2018-10-29 00:00:00+00:00,2018-11-06 00:00:00+00:00,SHORT,Market,Market,6332.6298828125,6461.009765625,0.9998360537053853,0.9788809211858112,1427.3373835254165,1397.4224350585444,1397.4224350585444,-30.914784520577534,-0.021659058942476748,-0.022623206323365258,2295.061439656219,897.6390045976748,0.39111763593227966
2018-11-07 00:00:00+00:00,2018-11-07 00:00:00+00:00,2018-11-12 00:00:00+00:00,LONG,Market,Market,6530.14013671875,6371.27001953125,0.978195704540981,0.9299477365251924,1396.4442393540035,1327.5668187280353,1327.5668187280353,-69.85561633050915,-0.05002392101443623,-0.05554185746087503,2295.061439656219,967.4946209281838,0.42155499814118547
2018-11-13 00:00:00+00:00,2018-11-13 00:00:00+00:00,2018-12-19 00:00:00+00:00,SHORT,Market,Market,6359.490234375,3745.95068359375,0.9292967731096247,1.3102890785151318,1326.6375219549257,1870.5312516573874,1870.5312516573874,542.9644329293521,0.4092786642497815,0.22497012793388252,2295.061439656219,424.5301879988317,0.18497552207683937
2018-12-20 00:00:00+00:00,2018-12-20 00:00:00+00:00,2019-01-11 00:00:00+00:00,LONG,Market,Market,4134.44140625,3687.365478515625,1.3093718761601711,1.0254768833326617,1869.2218797812272,1463.9414993061841,1463.9414993061841,-406.5897523512033,-0.21751818590888222,-0.3845359441851991,2295.061439656219,831.119940350035,0.36213407013388266
2019-01-12 00:00:00+00:00,2019-01-12 00:00:00+00:00,2019-02-08 00:00:00+00:00,SHORT,Market,Market,3661.301025390625,3666.7802734375,1.0247590495143288,1.0225092086849994,1462.9167402566698,1459.7049317698854,1459.7049317698854,-4.23656753629865,-0.0028959731061354464,-0.002910793281672955,2295.061439656219,835.3565078863337,0.3639800196422903
2019-02-09 00:00:00+00:00,2019-02-09 00:00:00+00:00,2019-03-04 00:00:00+00:00,LONG,Market,Market,3671.20361328125,3761.55712890625,1.0217934522389198,1.0713385552928962,1458.6831383176466,1529.4123118631303,1529.4123118631303,69.7073800932448,0.04778788364801481,0.04359109605358199,2295.061439656219,765.6491277930888,0.3336072466573168
2019-03-05 00:00:00+00:00,2019-03-05 00:00:00+00:00,2019-03-06 00:00:00+00:00,SHORT,Market,Market,3896.375,3903.942626953125,1.0705886183041913,1.0677613405595592,1528.3417232448262,1524.3055823159536,1524.3055823159536,-5.106729547176746,-0.0033413532258575233,-0.003361462219293812,2295.061439656219,770.7558573402655,0.33583234157588315
2019-03-07 00:00:00+00:00,2019-03-07 00:00:00+00:00,2019-03-26 00:00:00+00:00,LONG,Market,Market,3911.484375,3985.080810546875,1.0670139076211675,1.1063916374662552,1523.2385684083324,1579.453090457184,1579.453090457184,55.14750814123051,0.03620411751972341,0.03373760427380037,2295.061439656219,715.608349199035,0.3118035695402678
2019-03-27 00:00:00+00:00,2019-03-27 00:00:00+00:00,2019-04-28 00:00:00+00:00,LONG,Market,Market,4087.066162109375,5285.13916015625,1.105617163320029,1.7525855432721238,1578.3474732938641,2501.941047702619,2501.941047702619,922.4879572454348,0.5844644305859269,0.2693844596902158,2501.941047702619,0.0,0.0
2019-04-29 00:00:00+00:00,2019-04-29 00:00:00+00:00,2019-05-01 00:00:00+00:00,SHORT,Market,Market,5247.3525390625,5402.697265625,1.7513587333918332,1.698321150319824,2500.189688969227,2424.474750735143,2424.474750735143,-77.46629696747584,-0.03098416784504598,-0.0330063987810179,2501.941047702619,77.46629696747596,0.030962478927554493
2019-05-02 00:00:00+00:00,2019-05-02 00:00:00+00:00,2019-06-04 00:00:00+00:00,LONG,Market,Market,5505.28369140625,7707.77099609375,1.6971323255146,3.0529301203659767,2422.7776184096283,4358.275813259601,4358.275813259601,1933.801062524458,0.7981752216259342,0.3073390711367439,4358.275813259601,0.0,0.0
2019-06-05 00:00:00+00:00,2019-06-05 00:00:00+00:00,2019-06-14 00:00:00+00:00,SHORT,Market,Market,7824.2314453125,8693.8330078125,3.0507930692817204,2.709823296824135,4355.225020190319,3868.4663150233687,3868.4663150233687,-489.80949823623195,-0.11246479710360127,-0.14497166323687355,4358.275813259601,489.80949823623223,0.1123860717456288
2019-06-15 00:00:00+00:00,2019-06-15 00:00:00+00:00,2019-07-14 00:00:00+00:00,LONG,Market,Market,8838.375,10256.05859375,2.7079264205163582,3.5741306237176627,3865.7583886028524,5102.326760401515,5102.326760401515,1233.8604453781459,0.31917681379567103,0.19473232171117974,5102.326760401515,0.0,0.0
